1016;840;3.4395346997458
643;980;1.63113
643;156;8.727
566;840;423.92
643;978;59.895
1019;840;0.00010988527976792
974;51;0.0063114
1035;840;3.5669507742958
980;860;0.0033457
974;840;2.5517
974;752;0.23849
974;203;0.104595
974;826;2.9597
974;949;0.1402
974;398;0.0054147
978;840;0.99960015993603
566;156;61.4417
1015;1050;26.595744680851
978;764;0.027240533914465
643;949;3.31213
1048;1050;353.28823020261
1048;840;0.01766634631692
978;156;0.14489183824275
156;949;0.3799
156;764;0.1881
156;643;0.115
156;978;6.879
398;392;3.39
398;752;44.09
398;203;19.33
398;826;546.81
398;980;12.77
398;860;0.043
398;51;1.175
1050;840;4.9966272765883E-5
1050;978;4.976632223395E-5
1050;156;7.0969389341051E-6
1050;826;5.7711030482389E-5
1050;643;8.3221642260769E-7
1049;840;0.049966272765883
1049;978;0.04976632223395
1049;156;0.0070969389341051
1049;826;0.057711030482389
1049;643;0.00083221642260769
860;840;10930.01
826;156;0.12474427423781
1049;348;0.00012711078081177
1050;949;2.7259287205077E-6
1050;348;1.2711078081177E-7
398;949;25.91
643;840;60.31
1049;949;0.0027259287205077
981;944;1.7129
1039;1050;172.35436056532
1045;840;0.00063515594507552
1045;1050;12.705430936454
51;840;404.74
51;974;158.44
51;860;0.037
51;980;10.96
51;643;6.72
1021;1050;13152.789377807
51;398;0.859
51;156;58.81
752;949;1
498;752;1.8071
643;826;71.35
752;643;0.095358
752;985;2.2741
752;578;1.068103
752;392;0.076805
458;704;0.000191
398;764;12.86
51;752;37.76
840;498;0.051303633010338
1044;1050;450.55192610948
1044;840;0.022505592639771
1016;1050;68799.449604403
1015;840;0.0013287209001818
458;784;1.220903
1043;840;0.0065695252861028
1043;1050;131.45786775339
51;392;2.906
980;980;1
1050;764;1.3663186707665E-6
1049;764;0.0013663186707665
156;392;0.049379
398;643;7.82
978;826;1.1564303308547
398;985;100.38
1046;840;0.019098311422796
566;978;424.0896
566;826;490.3907
1038;1050;455580.86560364
1038;840;22.776086020722
1021;840;0.64303719327126
1039;840;0.008619612203647
1046;1050;382.1169277799
643;398;0.127564
1023;840;0.23419135189885
643;51;0.148829
156;356;0.086644
985;840;4.6959
156;360;0.000464
348;840;399.76
1023;1050;4683.5775038405
1019;1050;2.1980437410704
981;784;0.79053
498;981;6.6789
981;51;0.00718
1036;1050;13314.692763464
1036;840;0.66515897299455
1037;1050;2204.5855379189
1037;840;0.1102601477927
1027;1050;318486.55190535
1027;840;15.914608576223
1026;1050;885.66114604552
1026;840;0.044345376872511
1024;1050;44043.162299053
944;392;0.012187
1024;840;2.2020485216988
1040;840;0.01714085411162
752;356;0.134573
498;944;11.4267
1035;1050;71347.03196347
944;980;0.0462
944;972;0.1663
1028;1050;11215.162900241
1028;840;0.56072717342759
944;974;0.6734
944;36;1.1573
1029;840;0.22206110455414
1029;1050;4440.4973357016
944;978;1.7021
458;36;3.0456
458;124;3.4108
1030;1050;6345177.6649746
944;949;0.0934
1030;840;320.13778730366
1031;1050;68329.347454732
944;643;0.0282
1031;840;3.4162281083833
643;974;23.6375
643;860;0.00551116
840;860;9.1183551825096E-5
840;156;0.14487084763933
840;974;0.39362128829886
840;840;1
840;1050;20035.818031896
840;398;0.0021100645364505
840;980;0.026907569780141
840;764;0.027153987329515
840;643;0.016608538167127
840;566;0.0023632355137769
840;51;0.0024585761994807
840;826;1.1545437647132
840;978;0.9956500051276
348;980;10.82
348;949;21.97
348;764;10.89
348;752;37.36
348;643;6.63
348;985;85.11
944;985;0.36
348;578;39.89
348;458;89.2
348;392;2.8712
348;356;5.03
348;360;0.0269
1010;1050;704225.35211268
1032;826;0.004180602006689
1032;1050;72.553145178844
978;356;0.012559737250297
458;156;0.6493
1050;356;6.3016053427833E-7
1049;356;0.00063016053427833
398;578;47.17
51;356;5.1
458;978;4.4648
643;356;0.754183
840;356;0.012547445026506
944;860;0.000155
156;458;1.5426
458;826;5.1796
643;392;0.431806
980;949;2.0109
974;417;0.031609
978;392;0.007176690110521
1032;980;9.2455621301775E-5
1050;392;3.5653134222463E-7
1049;392;0.00035653134222463
156;826;7.9861
398;498;24.43
51;985;86.11
974;643;0.04233
978;458;0.22307486392433
840;392;0.0071353077324438
1033;1050;74685.387803876
944;578;0.1699
1033;840;3.7339486880771
348;826;463.64
1034;1050;77881.619937695
944;498;0.0881
1034;840;3.8919137707585
1040;1050;342.75921165381
949;944;10.7103
1007;1050;13090.718680456
348;978;401.28
643;985;12.7908
980;840;36.5686
974;578;0.25516
978;985;0.21218808351723
944;458;0.3792
1050;985;1.0514533977454E-5
1049;985;0.010514533977454
398;417;5.84
944;417;0.0209
764;840;36.6893
985;764;0.1279
985;978;4.7133
985;826;5.4464
985;980;0.1258
985;392;0.03373
458;344;0.571409
985;356;0.059088
985;156;0.6809
348;203;16.4
398;944;278.46
498;972;1.8943
860;944;6433.2
840;985;0.21115110078348
348;156;57.96
980;752;3.4241
1002;1050;59552.167698904
944;398;0.0036
1002;840;2.9767619081639
974;498;0.13173
974;156;0.36992
978;949;0.054900109251217
860;704;0.467
1032;978;0.0036127167630058
398;156;68.34
51;978;405.35
985;949;0.2582
949;840;18.19685
949;978;18.239
949;826;21.0835
949;392;13.067
949;643;0.30196
949;156;2.63745
840;949;0.054868480252834
1003;1050;80775.444264943
944;124;1.2912
1003;840;4.038372616603
980;643;0.60394
944;376;0.5083
1004;840;0.31723623789545
1004;1050;6345.1776649746
1032;949;0.00019782393669634
1049;203;0.0020253795039655
156;840;6.8917
1032;643;6.0387786207913E-5
1032;566;2.2931572188589E-5
643;752;5.63352
980;985;7.7358
974;124;1.9374
978;752;0.093096867290416
860;980;296.38
1050;752;4.6577438578099E-6
1049;752;0.0046577438578099
156;752;0.6406
398;356;5.93
51;826;467.84
985;752;0.4389
949;752;1.70015
752;840;10.6926
840;752;0.092680226896024
643;498;3.10949
498;840;19.3689
498;51;0.0479
498;978;19.4077
498;980;0.5245
498;826;22.3905
498;949;1.064
498;974;7.5906
498;643;0.3204
498;356;0.24346
498;860;0.00177
498;398;0.04113
498;392;0.139025
498;156;2.8075
498;985;4.1199
1005;1050;2923.5064536405
944;752;0.1587
1006;840;0.08020947506508
1006;1050;1604.5311960978
840;578;0.099559974779467
840;417;0.012385273661911
840;348;0.0024769284947278
840;203;0.04065358607722
826;978;0.86400552963539
1014;840;1.1397599916205
643;417;0.745669
980;578;3.684
974;392;0.01834
860;949;601.45
398;978;472.7
51;417;4.97
498;417;0.23805
643;578;6.01672
980;498;1.8888
974;985;0.54326
978;578;0.099870168780585
860;764;300.69
156;578;0.6881
398;840;471.43
51;578;40.36
985;578;0.4686
949;578;1.81775
498;578;1.9329
643;203;2.45585
980;398;0.077343
974;978;2.5556
978;203;0.040836327997386
860;752;1029.32
398;348;1.181
51;203;16.57
985;203;0.1926
498;203;0.7932
643;348;0.150683
980;392;0.26354
978;348;0.0025026277591471
860;643;179.77
398;974;187.22
1022;1050;10224.426154082
985;348;0.011747
764;348;0.0921
498;348;0.048746
944;360;0.000114
1005;840;0.14607869989957
417;840;80.7825
417;978;81.1218
417;398;0.1714
417;643;1.3349
860;458;2442.19
860;498;564.86
860;398;23.06
860;417;135.39
860;392;79
860;356;137.55
860;360;0.736
860;348;26.93
860;826;12826.37
860;978;10966.08
860;203;446.16
1032;840;0.0036258158085569
944;826;1.9678
1007;840;0.65466448445172
1014;1050;22799.817601459
398;458;105.25
860;156;1583.92
985;458;1.0478
498;458;4.3205
980;348;0.090752
980;981;12.5665
978;360;6.7213335125689E-5
860;985;2316.66
860;578;1124.81
860;974;4330.26
860;51;27.03
985;360;0.00031553
840;360;6.711668196097E-5
840;458;0.22296544035674
840;704;4.2621204049014E-5
1050;203;2.0253795039655E-6
1008;840;0.14011410893031
1008;1050;2802.2978842651
944;356;0.0214
1012;840;0.032010396976938
1009;1050;3202.0493115594
1009;840;0.16013258978434
1032;1045;5.7110222729869
203;392;0.17577
203;360;0.001645
203;356;0.30759
203;978;24.49
203;156;3.549
1012;1050;640.28684850813
458;360;0.000301
1010;949;1.9171779141104
944;344;0.2166
1011;1050;829393.71319565
1010;840;35.075412136093
203;348;0.0613
203;458;5.463
203;578;2.446
203;985;5.198
980;826;42.5
203;752;2.28
203;764;0.66724
203;949;1.345
203;840;24.48
203;826;28.324
360;156;2155.9
360;978;14929.4
360;826;17267.675
360;392;106.8371
360;458;3320.29
360;578;1488.125
360;752;1393.57
360;764;405.835
360;840;14884
360;704;0.635
376;752;0.314
376;578;0.3358
376;124;2.5524
376;36;2.2949
376;978;3.369
376;392;0.02415
376;826;3.8965
376;840;3.364
980;376;10.9477
764;376;11.0168
840;376;0.29430634936518
975;376;0.581331
978;376;0.29722981809535
981;376;0.86316
203;376;7.279
704;156;3404.345
704;978;23549.17
704;826;27255.12
704;356;300.2
704;392;169.74
704;458;5244.2
704;578;2393.58
704;643;400.05
704;752;2200.43
704;764;612.76
704;840;23445
752;348;0.026773
752;826;12.4156
752;978;10.7191
752;203;0.43739
752;156;1.5495
752;124;8.1235
764;985;7.8097
764;704;0.001564
458;840;4.4845
1011;840;41.451756580363
356;840;79.8705
356;826;94.6135
356;978;79.9962
356;392;0.5844
980;978;36.5704
860;784;2975.77
156;784;1.8831
398;784;128.35
51;784;110.2
498;784;5.2733
764;643;0.6065
840;784;0.27224959843184
784;840;3.6731
1000;840;8.2802020369297
458;764;0.122077
1013;840;82026.043268738
1013;1050;1639344262.2951
826;840;0.85925416738271
1017;1050;1051.967178624
1017;840;0.052568358579288
1018;1050;19896.538002388
