159;216;Счет ИП или ООО RUB;RUB РасчСчет;643;3;1000000100000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
160;11;Ether Classic (ETC);ETC;1042;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111111011100010100101011010000010000101011111111111111111111111111111111111111101111111111101111111111111111111110111011010111100000100000011110111101
161;13;Ripple (XRP);XRP;1041;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111111011111010100101111011000010000101111111111111111111111111111111111111111101111111111101111111111111111111110111011011111100000100000011110111101
162;18;Zcash (ZEC);ZEC;1040;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111111011111010100101111010000010000101110111111111111111111111111111111111111101111111111101111111111111111111110111011011111100000100000011110111101
163;19;Tether Omni (USDT);USDT Omni;840;0;1011111110111111111111111111111011111111111111111111111111111111111111100011011101010111111111110011100010100101111000000010000101110111111111111111111111111111111101111101010110000000100101111111110111000001000011101100000100000011110111100
164;85;PayPal GBP;GBP PayPal;826;1;0000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
165;112;Alipay CNY;CNY Alipay;156;1;1000000100011000000110000000000000000000000000000000000000000000000000000010000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
166;200;Банковский счет CNY;CNY Банк;156;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
167;203;Банковский счет THB;THB Банк;764;3;1000000100111100110110011001111000000110000110000000100001000000000000100011001100000111000111000000000000000100001000000000000101000100110110101100100111111101001001011100000000000000000100001010100010000000000000000000000000000000000000000
168;43;0x (ZRX);ZRX;1031;0;1111111110111111111111111111111011111111111111101111111111111111111111100011111111011111111111110010100010000101111010000000000101010111111111111111111111111111111111111101010110000001100111111111110111000001000011111100000100000011110011101
169;121;Exmo UAH;UAH Exmo;980;2;1000000100000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111100000000010000000000000000000000000000000000000000000000000000000000000000000000000
170;146;Почта Банк RUB;RUB ПочтаБанк;643;3;1011111110111111111111111111111011111111111111111111111111111111111111100011111111011111111111110011100000100000011000000000000101000100111010101111110111111111111111111101110001000001011101111101100000000000000000010000000000000000000000000
171;213;Sepa EUR;EUR SEPA;978;3;1000100100111010110110010000010000001110100000001001000000000000000000000000000000000101000101000000000110000001000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000000000000000100000000000000000000000
172;5;Bitcoin Cash (BCH);BCH;1039;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111111011111010100101111011000010000101111111111111111111111111111111111111111101111111111101111111111111111111110111011011111100000100000011110111101
173;33;NEM (XEM);XEM;1038;0;1011111110111111111111111111111011111111111111101111111111111111111111100011111111011111111111000011100010000001111010000000000101010111111111111111111111111111111111111101110111000001111111111111110111000001000011111100000100000011100001000
174;32;TerraUSD (UST);UST;840;0;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
175;54;Tezos (XTZ);XTZ;1007;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111111011100010000001111011000000000101010111111111111111111111111111111111111101111111111101111111111111111111110111011011111100000100000011110111101
176;145;Открытие RUB;RUB Открытие;643;3;1011111110111111111111111111111011111111111111111111111111111111111111100011111111011111111111110011100000100000001000000000000101000100111111111110100111111111111111111101110001000001011101111101100000000000000000010000000000000000000000000
177;34;NEO (NEO);NEO;1037;0;1011111111111111111111111111111011111111111111101111111111111111111111100011111111011111111111000011100010100001111011000000000101010111111111111111111111111111111111111101010110000001100111111111110111000001000011111100000100000011110011101
178;35;EOS (EOS);EOS;1036;0;1011111111111111111111111111111011111111111111101111111111111111111111100011111111011111111111111011100010100001111010000000000101110111111111111111111111111111111111111101111111111101111111111111111111110111011011111100000100000011110111101
179;36;IOTA (MIOTA);MIOTA;1035;0;1000100100110111110000010000011000001111111001101011101011100000010001100010001101011110000100000010000010000001100010000000000101010111111111111111110100000010000001001101010110000000100100011101010111000001000011111100000000000011100001000
180;23;Tether SOL (USDT);USDT SOL;840;0;1011111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111111011100010000001011000000001000101011111111111111111111111111111111111111111111111111111111111111111111111110111011010111100000100000011110101101
181;37;Cardano (ADA);ADA;1024;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111111011100010100001111011000000000101110111111111111111111111111111111111111101111111111101111111111111111111110111011011111100000100000011110111101
182;38;Stellar (XLM);XLM;1025;0;1111111111111111111111111111111011111111111111101111111111111111111111100011111111011111111111111011111010100001111011000000000101110111111111111111111111111111111111111101111111111101111111111111111111110111011011111100000100000011110111101
183;206;Банковский счет IDR;IDR Банк;360;3;1000000100111100110110011001111000000110000110000000100001000000000000000011000000000111000111000000000000000000001000000000000101000100110110101000000111001001001001011100000000000000000100001000100000000000000000000000000000000000000000000
184;7;Bitcoin Gold (BTG);BTG;1026;0;1011111110111111111111111111111011111111111111101111111111111111111111100011111111011111011111000011100000000001011010000000000101010111111111111111110111111111111111111101110011000000000111111111100010000000000010110000000100000011100001000
185;39;TRON (TRX);TRX;1027;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111111011100010100101111011000010000101110111111111111111111111111111111111111101111111111101111111111111111111110111011011111100000100000011110111101
186;122;Exmo BTC;BTC Exmo;1050;2;0000000000000000000010000000000000000000000000000000000000000000000000000001001100000110000110000010100000100000001000000000000101000100111111111111110111111101111101010100000000000000000100001010100000000000000000000000000000000000000000000
187;214;ЕРИП Расчет BYN;BYN ЕРИП;974;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5;174;Visa/MasterCard AMD;AMD Карта;51;3;1000100100111111110110111001111000001110000110000000100001000000000100100011000000000111000111000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8;59;VeChain (VET);VET;1011;0;1011111110111111111111111111111011111111111111101111111111111111111111100011111111011111111111110011100010000001111010000000000101010111111111111111111111111111111111111101110111000001111111111111110111000001000011111100000100000011110011101
9;190;Карта UZCARD UZS;UZS Карта;860;3;1010110110111111111111111111111010101111001111001001111111100101000101000011001100000111100111000000000000000000001000000000000101000100111111111111110101111100000001010000000000000000000100100000000000000000000000000000000000000000000000000
10;21;Tether TRC20 (USDT);USDT TRC20;840;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111111111111111111111111010111101111000100011000101111111111111111111111111111111111111111111111111111111111111111111111111110111111011111110101100001011110111101
12;116;Счет телефона UAH;UAH Баланс;980;1;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
13;235;Наличные BYN;BYN Наличными;974;5;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
188;205;Банковский счет NGN;NGN Банк;566;3;1000100100011010000110010000011000101110000010000000111101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
14;228;UNI RUB;RUB UNI;643;4;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
16;44;BinanceCoin BEP2 (BNB);BNB BEP2;1032;0;1111111111111111111111111111111011111111111111101111111111111111111111100011111111011111111111111011100010100101111010000000000101110111111111111111111111111111111111111101111111111101111111111111111111110111011011111100000100000011110111101
17;188;Карта Мир RUB;RUB Мир;643;3;1011111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111000011100000100000001000000000000101000100100010101110101111111111111111111101110001000001011101111111100000100000000000010000000000000000000000000
21;215;СБП RUB;RUB СБП;643;3;1011101110111111111111111111111011111111111111101111111111111111111111100011000000000111011111000000000000100000000000000000000000000000000000000000000100001000000000010000000000000000000000000000000000000000000000000000000000000000000000000
22;155;УкрСиббанк UAH;UAH УкрСиб;980;3;1011110111111111111111111111111011101111111111011111111111111111111111100011110101010111111111110011100000111000000000000010001000000000000000000000000111011101111100110100000000000000000001100010000000100000000000000000000000000000000000000
23;24;USDCoin ERC20 (USDC);USDC ERC20;840;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111111011100010100101111010000010000101111111111111111111111111111111111111111111111111111101111111111111111111110111011011111100000100000011110111101
24;28;TrueUSD (TUSD);TUSD;840;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111110011100010000101111010000000000101110111111111111111111111111111111111111101110111000001111111111111110111000001000011111100000100000011110011101
25;178;Visa/MasterCard KGS;KGS Карта;417;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
26;51;Qtum (QTUM);QTUM;1004;0;1011111110111111111111111111111011111111111111101111111111111111111111100011111111011111111111110010100010000001111010000000000101010111111111111111110111111111111111111101010110000000100111111101110111000001000011111100000100000011100001000
27;48;BitTorrent (BTT);BTT;1001;0;1010100110111110111111111010110000001011000000000000111001000101000100000011001100000110000110000010100000100000001010000000000101000100111111111111110111111101111101010100000000000000000100001010100000000000000000000000000000000000000000000
28;126;Kuna UAH;UAH Kuna;980;2;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111100000000010000000000000000000000000010000000000000000000000000000000000000000000000
29;202;Банковский счет PLN;PLN Банк;985;3;1000100100011011000110011000010000101110000010000000111101010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
30;176;Visa/MasterCard CNY;CNY Карта;156;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
31;196;Банковский счет BYN;BYN Банк;974;3;1000000100000001000010001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
32;61;Shiba BEP20 (SHIB);SHIB;1013;0;1111111111111111111111111111111011111111111111101111111111111111111111100011111111011111111111000011100000000001011000000000000101010111111111111111111111111111111111111101000011000001011111111110100010000000000010110000000100000011100001000
189;29;Pax Dollar (USDP);USDP;840;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111110011100000100101011010000010000101110111111111111111111111111111111111111100000110000001010111111111110010000000000010111100000100000011110011101
190;125;Cryptex USD;USD Cryptex;840;2;1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
33;90;Advanced Cash KZT;KZT AdvCash;398;1;1011111111111111111111111111111011101111111111111111111111111111111111100011111111011111101111000011100000100001001000000010000101011110111111111111111111111101111111111100010000000001000111111110100000000000000010111100000000000000000000000
34;147;Россельхозбанк RUB;RUB РСХБ;643;3;1011111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111110011100000100000011000000000000101000100100110101110100111111111111111111101110001000001011101111101100000000000000000010000000000000000000000000
35;105;PaySera EUR;EUR PaySera;978;1;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000101000000000110000001000000000000000000000000000000000000000000000000000000010100000000000000000000010100000000000000000010000100000000000000000000000
36;20;Tether ERC20 (USDT);USDT ERC20;840;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111111111111010101101111000000010001101111111111111111111111111111111111111111111111111111101111111111111111111110111011011111110000100000011110111101
37;158;Альфа-Банк UAH;UAH Альфа-Банк;980;3;1011110111111111111111111111111011101111111111011111111111111111111111100011111101010111111111110011100000101000001000000010000101000100100000000000000111111001111101110100000000000000000101100010000000100000000000000000000000000000000000000
38;172;Visa/MasterCard PLN;PLN Карта;985;3;1000100100011011000110011000010000101110000010000000111101010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
39;201;Банковский счет TRY;TRY Банк;949;3;1010101110011111111111011001111011111111101111101111111111111111100000000000001100000110000000000000000000000000000000000000000101000100100000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000
191;149;МТС Банк RUB;RUB МТСБанк;643;3;1011111111111111111111111111111011111111111111111111111111111111111111100011111101011111111111110011100000100000011000000000000101000000111010101110100111111101111101111100000000000001000101100000000000000000000000010000000000000000000000000
192;217;Revolut USD;USD Revolut;840;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
193;218;Revolut EUR;EUR Revolut;978;3;1000000000000000000110000000000000000000000000000000000000000000000000000000000000000101000101000000000110000001000000000000000000000000000000000000000000000000000000010100000000000000000000010100000000000000000010000100000000000000000000000
194;173;Visa/MasterCard MDL;MDL Карта;498;3;1010100110111111110111111101111000101110000110000000111101011101010100000011010000000111010111000011100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
195;148;Росбанк RUB;RUB Росбанк;643;3;1011111110111111111111111111111011111111111111111111111111111111111111100011111111011111111111110011100000110000011000000000001101000100100010101111010111111111111111111101110001000001011101111101100000000000000000010000000000000000000000000
196;208;Банковский счет AED;AED Банк;784;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
197;52;Chainlink (LINK);LINK;1005;0;1111111111111111111111111111111011111111111111101111111111111111111111100011111111011111111111110011100010000001111011000000000101010111111111111111111111111111111111111101110111000001111111111111110111000001000011111100000100000011110011101
198;53;Cosmos (ATOM);ATOM;1006;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111110011100010000001111011000000000101010111111111111111111111111111111111111101110111000001111111111111110111000001000011111100000100000011100001000
199;191;Карта HUMO UZS;UZS HUMO;860;3;1010110110111111111111111111111010101111001111001001111111100101000101000011001100000111100111000000000000000000001000000000000101000100111111111111110101111100000001010000000000000000000101000000000000000000000000000000000000000000000000000
200;106;ecoPayz USD;USD ecoPayz;840;1;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
201;55;Polkadot (DOT);DOT;1008;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111111011100010000001111010000000000101110111111111111111111111111111111111111101111111111101111111111111111111110111011011111100000100000011110111101
202;56;Uniswap (UNI);UNI;1009;0;1011111111111111111111111111111011111111111111101111111111111111111111100011111111011111111111110011100010000001111010000000000101110111111111111111111111111111111111111101110111000001111111111111110111000001000011111100000100000011110011101
203;30;Dai (DAI);DAI;840;0;1111111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111111011100010100001111010000010000101110111111111111111111111111111111111111111111111111101111111111111111111110111011011111100000100000011110111101
204;237;Наличные GBP;GBP Наличными;826;5;1000000100000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
205;57;Ravencoin (RVN);RVN;1010;0;1011111110111111111111111111111011111111111111101111111111111111111111100011111111011111111111110010100010000001111010000000000101010111111111111111110111111111111111111101010110000001110111111111110111000001000011111100000100000011100001000
206;31;Binance USD (BUSD);BUSD;840;0;1111111111111111111111111111111011111111111111101111111111111111111111100011111111011111111111111011100010000101111010000000000101010111111111111111111111111111111111111111111111111111111111111111111111110111011011111100000100000011110111101
207;164;Jusan Bank KZT;KZT Jusan;398;3;1011100111111111111111111111111001101111101111001001111101111111111111100011111101010111110111000011100000000000001000000010000101000100111110100010100111111101111001011100000000000000000101100010000000000000000000010000000000000000000000000
208;22;Tether BEP20 (USDT);USDT BEP20;840;0;1111111111111111111111111111111011111111111111101111111111111111111111100011111111011111111111111011100010100001111000000011000101111111111111111111111111111111111111111111111111111111111111111111111111110111011011111100000100000011110111101
209;70;Toncoin (TON);TON;1021;0;1011111111111111111111111111111011111111111111101111111111111111111111100011111101010111111111000010100000000000001000000000000101010111111111111111110111111101111101111100000000000001000101111010100000000000000000010000000100000001000001000
210;60;Shiba ERC20 (SHIB);SHIB;1013;0;1111111111111111111111111111111011111111111111101111111111111111111111100011111111011111111111110011100010000001111010000000000101110111111111111111111111111111111111111101110111000001111111111111110111000001000011111100000100000011100001000
211;238;Наличные AED;AED Наличными;784;5;1010101110111111111111011001111011111111111111101111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000110001000000000010000000000000000000000000000000000000000000000000000000000000000000000000
212;9;Ethereum BEP20 (ETH);ETH BEP20;1045;0;1011111111111111111111111111111011111111111111101111111111111111111111100011111111011111111111000011100000100001011000000000000101110111111111111111111111111111111111111101110011000001011111111111100010000000000010110100000100000011100001000
213;63;Maker (MKR);MKR;1015;0;1111111111111111111111111111111011111111111111101111111111111111111111100011011101010111011111110010100000000000011010000000000101010111111110111111110111111101111001111100000010000000000101101010100010000000000000110000000100000011110011101
214;127;WhiteBIT USD;USD WhiteBIT;840;2;0000000000000000000000000000000000000000000000000000000000000000000000000011001101000110010110000010100000110000001000100000000101000100111111111111110111111101111101010100000000000000000100001010100000000000000000000000000000000010000000000
215;150;Хоум Кредит RUB;RUB ХоумКредит;643;3;1011111110111111111111111111111011101111111111011111111111111111111111100011111111011111111111000011100000100000001000000000000101000100100010101111110111111111111111111101110001000001011101111101100000000000000000010000000000000000000000000
216;62;Algorand (ALGO);ALGO;1016;0;1011111111111111111111111111111011111111111111111111111111111111111111100011111101011111111111110011100000000000011010000000000101010111111111111111110111111101111111111100000010000000000101111110100010000000000000110000000100000011100001000
217;64;Avalanche (AVAX);AVAX;1017;0;1011111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111111011100010000001011010000000000101010111111111111111111111111111111111111101111111111101111111111111111111110111011010111100000100000011110111101
218;10;Wrapped ETH (WETH);WETH;1045;0;1011100111111111110111111111111001101111000110001001111101011111110111100011111101010111110111000010100000000000001010000000000101000100111110100010100111111101011101011100000000000000000101110010000000000000000000010000000000000000000000000
219;198;Банковский счет GEL;GEL Банк;981;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
220;65;Yearn.finance (YFI);YFI;1019;0;1011111111111111111111111111111011111111111111101111111111111111111111100011111111011111011111110011100000000001011010000000000101010111111111111111110111111111111111111100000010000000000111111111100010000000000010110000000100000011110011101
221;179;Visa/MasterCard CAD;CAD Карта;124;3;1000000100000001000010001000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
222;180;Visa/MasterCard BGN;BGN Карта;975;3;1000000100000001000010001000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
223;181;Visa/MasterCard HUF;HUF Карта;348;3;1000000100000001000010001000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
224;182;Visa/MasterCard CZK;CZK Карта;203;3;1000000100000001000010001000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
225;183;Visa/MasterCard NOK;NOK Карта;578;3;1000000100000001000010001000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
226;100;Capitalist EUR;EUR Capitalist;978;1;1010100110111111111111111111111011111111101111000111111111111101010100100011011111011111010111111011100010000000011000000010000101000100111110111111111111111111011111111101111111111101111101111111111111110111011011101100000000000010110111101
227;66;Decentraland (MANA);MANA;1020;0;1011111111111111111111111111111011111111111111101111111111111111111111100011111101011111111111110011100000000000011010000000000101010111111111111111110111111101111111111100000000000000000101111110100000000000000000110000000100000010110011101
228;27;USDCoin SOL (USDC);USDC SOL;840;0;1011111111111111111111111111111011111111111111111111111111111111111111100011111111011111111111101011100010000001011000000000000101000101111111111111111111111111111111111111111111111101111111111111111111110111011010011100000100000010110101101
229;129;Сбербанк QR RUB;RUB Сбер QR;643;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
230;240;Наличные COP;COP Наличными;170;5;0000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
231;210;Банковский счет AUD;AUD Банк;36;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
232;209;Банковский счет JPY;JPY Банк;392;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
233;211;Банковский счет CAD;CAD Банк;124;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
234;212;Банковский счет HKD;HKD Банк;344;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
235;26;USDCoin BEP20 (USDC);USDC BEP20;840;0;1011111111111111111111111111111011111111101111101111111111111111111111100011111111011111111111111011100010000001011000000000000101010111111111111111111111111111111111111111111111111101111111111111111111110111011010111100000100000011110111101
236;241;Наличные PLN;PLN Наличными;985;5;0000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
237;184;Visa/MasterCard AZN;AZN Карта;944;3;1000000100000001000010001000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
238;185;Visa/MasterCard GEL;GEL Карта;981;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
239;186;Visa/MasterCard UZS;UZS Карта;860;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
240;187;Visa/MasterCard TJS;TJS Карта;972;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
241;113;WeChat CNY;CNY WeChat;156;1;0000000000000000000010000000000000000000000000000000000000000000000000000010000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
